Date,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28
2015-04-10,7.482875758791648,2.4434600184733264,1.450603362785699,-3.558519004303146,-3.239391944500808,-2.7029415113215007,5.1022642722949625,-0.07388456687562678,0.9771973915768368,-0.8975411380535157,-1.2627064288012932,-0.8582933143573701,2.011536208347725,-1.5907451736680251,-1.1310698428347996,-1.2806334413525071,0.3634482580486131,-0.6861845749210921,0.15985069457973597,0.8448612138617775,-0.8138331427075396,-0.683303373728912,0.14477522882607619,0.4688506126957729,0.29695019766161207,0.7397221113763347,1.6255032591660017,-0.3142505492627457
2015-04-15,8.076952000682226,3.126676177571313,4.386505107178704,3.1441727823755445,0.0840766723324881,-1.6344886395803893,1.6522823691367892,-3.0574378514802825,-4.180314402604925,-1.9630689738959313,0.9312604004872578,0.5943258551317715,-2.255534643827146,0.6251558473900115,-1.0983603202669279,-0.8705835419845677,0.11379463377834181,0.80679888776606,-0.2640206870662496,0.1733159585145881,0.22730482013469036,0.642304536400431,0.4873643084273472,-0.3746783792317495,-0.1710332381287955,0.9589605785127003,1.1279625096380914,0.4783540103012788
2015-04-17,-5.511302340127563,-6.342914109202394,-5.5872130407944836,4.554102258566127,-0.4032983373820727,-5.415769251392784,-1.7763429997588598,3.2161203756695746,0.17920689727444553,-1.0208822321257478,-0.33930601700190394,0.40271547615400055,1.3253294224284324,1.286330558300076,-1.5638219026628477,-1.1211719365234027,0.5302101671607737,-2.1137861993539406,0.07875250183350734,0.33234041657847224,0.0576575043365461,0.3434327742085526,0.9849317898834353,0.5700906763441066,0.7629026824896885,0.16922524530746727,0.8813087839579566,0.07605198918656994
2015-04-22,-0.9622340108073665,-3.2702103073217024,-6.845485545412547,-2.3774799161947127,5.390540519566203,2.7754444826193345,0.37199364018507436,-0.9345912169349802,0.9013214766367516,-6.698481447740339,-2.5089315540116144,-1.4181456533444223,-0.6217353984087742,-0.4902021675787956,0.07939892282019835,0.26897948124077,-0.6043587178201562,0.5638924795024102,1.036170573844952,0.24887024219666307,-0.6631015398138583,-1.0050953627734076,-0.045184577270749704,0.2372534983405786,0.0018901759486319144,0.38757077993720285,-0.04900987835823704,-1.390195846511844
2015-04-23,-16.95722677933554,-3.6787838658390584,15.421998833014362,-9.815637096777971,8.005792270605355,-5.165987136202441,-0.6727959603612756,5.814039204686769,-5.207403539773278,2.494662483675846,-3.025093288417106,-4.340063497742358,-1.7975979318663842,-0.740782305712903,0.6573819711095454,0.5196447132770444,3.6909099465966753,-0.46383300705257097,-1.7556381253952593,-0.5604883769857584,-0.5199347305487119,0.5391825821515572,0.3349213844230193,-2.4203971690444446,-0.48994831251807996,-0.9618253101386206,0.6143176735463466,0.45228505268502134
2015-04-24,5.815647225546377,1.198051932714706,-0.6182887066743804,-3.989754773767652,-2.5910885748111867,-2.2050542168763885,2.518433072561885,3.1989209921787585,4.511676685418589,1.553938482360614,0.5331100234745468,1.1512710629739182,-0.29470137997740725,-2.4791294385367815,-1.36442535719143,-1.6529878770990785,0.7959698458521607,-0.9309165669474143,-1.5758717279139594,-1.8960104351005866,-0.591076970307076,0.3170727943269161,0.7710190307946448,0.07079029102115526,1.7494663166106021,-1.0950384303523681,-2.580541548904922,-2.005643111898304
2015-04-27,-12.966703215451385,-5.717321998913358,5.9807249513391785,1.1203907381037488,-2.5845097391952194,5.242108824780597,3.4284666837503726,-1.3711134584484328,2.563727248368791,-1.4195736943499127,0.3253228219116769,0.45246999004621596,-0.14113726839602445,1.773885441252981,-0.9440773862004845,-2.9216403994899234,1.330629617029819,-1.4484677777004165,-0.22655164586366003,-0.8021315753924716,-2.086484085983913,1.1960174430538177,-0.518525777218176,-0.5211468921367631,-2.4475867348556566,-0.2582856367378124,-1.437352332638949,-0.2010223722896587
2015-04-28,-16.90828963435545,9.10256177866184,4.77620597850771,-6.664368270369176,7.7268192145297405,-11.07881248559528,-6.51196945422943,-13.394792682820801,9.228479411861194,-4.945633234017487,10.045956123618021,5.1440826341796875,5.757374401992085,-0.5404149817746006,0.27534720704100585,3.841753264222316,4.685175928330335,0.643086381924412,0.8547891094052386,0.9576583144510229,0.007219238238682265,-2.738349221608454,0.7569050924391377,-3.607005203629366,0.0861476881540696,-0.5097628351810388,-0.004646648123380744,-0.7743855706871844
2015-04-29,8.324766954722257,3.5863642775174944,4.423769948820498,3.4474867711325166,1.4992496402668876,0.04829210318885781,-1.5666992195450244,-1.4459167734277985,-2.44412923342022,-1.6660346590514339,0.965465200809431,1.0788762608573328,-0.8960647356329032,0.7047675077825131,-2.477376807265375,-1.0857584269230134,0.2329524608793657,1.9890247276840674,-0.29142845193259664,-0.7888594749766523,-2.0030020529990415,-0.14331443327799256,-0.5940255596104734,1.020673578200398,1.4482017659850295,-0.02005715140649842,1.0960258365760631,1.2090280190597522
2015-04-30,5.7649598676465965,0.9598168546771261,-0.6629325820390873,-3.4452641792514704,-1.8573547979713825,-1.8537135048216404,2.066474934691344,3.08104997903551,5.035387332206181,0.8555587103234135,0.8250088318769455,1.8578986588002424,-1.4667342302992472,-2.249972101082461,-1.349832233281193,-0.6808052347987171,0.5873794895902024,-0.959965029412565,-2.15974453440525,-2.206267432118404,-0.5764536582182537,0.3931653253274561,0.7786461835396703,0.21042616604652828,1.2594454331122193,-0.49095415732183173,-2.0380342386893933,-1.2275642919607133
2015-05-01,-0.6332280074358019,-2.899875622949466,-6.559119234081452,-3.32352476854006,4.1457640041428085,2.5450405098820887,-0.11299622914069465,-0.12404016129403317,0.2453511908067193,-6.338942638295771,-2.7236006594615696,-2.2045850190553624,-1.2613861702057443,0.10947091995157388,-1.7377126716323024,0.42940169074849566,0.35451709230243944,0.3711504191304224,2.7754376502825955,2.9304377620037796,-1.2305126615064927,-0.9135612543703031,-0.7392975591780931,0.04506108898738203,-0.25995942881942796,-1.1167038276271342,-0.5714119582314396,-2.332329263145438
